"Molecule.ChEMBL.ID","Smiles","Standard.Value"
"CHEMBL3426396","COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(F)(F)F)cc3)n2)cc1OC",0.269
"CHEMBL1834565","COc1cccc(OC)c1/C=C/C(=O)c1cn(C)c2ccccc12",0.27
"CHEMBL3238340","COc1cc(OC)cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)cc(OC)c3)cc2)c1",0.27
"CHEMBL4215260","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccs1",0.27
"CHEMBL4077632","COc1cccc(Nc2cc(C)nc(-c3ccncc3)n2)c1",0.271
"CHEMBL3883389","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-]",0.28
"CHEMBL4091036","COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1",0.283
"CHEMBL4171799","Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1",0.284
"CHEMBL4214686","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C1CCCCC1",0.287
"CHEMBL4207415","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccncc1",0.287
"CHEMBL3110289","COc1ccc2c(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c[nH]c2c1",0.29
"CHEMBL3092482","COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC",0.29
"CHEMBL3808612","COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc4ccccc34)cc2)cc1OC",0.29
"CHEMBL4160887","COc1cccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)c1",0.291
"CHEMBL4176113","COc1ccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)cc1O",0.297
"CHEMBL4099533","CC(C)(C)OC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1",0.299
"CHEMBL4095392","COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1",0.299
"CHEMBL4172203","COc1ccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)cc1OC",0.305
"CHEMBL3883221","CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1",0.308
"CHEMBL3810065","COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)c1",0.31
"CHEMBL3353417","COc1cccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)c1",0.31
"CHEMBL446339","COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2c1",0.317
"CHEMBL3883362","COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)c(OC)c3)n2)cc1",0.319
"CHEMBL3092500","COc1cc2nc(Nc3cccc([N+](=O)[O-])c3)nc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC",0.32
"CHEMBL3810327","COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4cc(OC)c(OC)cc34)c2)cc1",0.32
"CHEMBL410316","COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3",0.321
"CHEMBL4078022","CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1",0.325
"CHEMBL4098858","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1",0.325
"CHEMBL3884587","COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1OC",0.33
"CHEMBL4061497","COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1",0.331
"CHEMBL4171705","N#Cc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1",0.336
"CHEMBL4081623","COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1OC",0.343
"CHEMBL4096070","CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1",0.348
"CHEMBL4094899","COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3cccnc3n2)c1",0.348
"CHEMBL397235","COc1ccc(CCNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1",0.35
"CHEMBL1834568","COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccc(OC)cc23)c(OC)c1",0.35
"CHEMBL260654","COc1cc(O)c(C(=O)/C=C/c2c(OC)cccc2OC)c(OC)c1",0.35
"CHEMBL4215789","COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccs3)n2)cc1",0.351
"CHEMBL4076705","COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1",0.355
"CHEMBL3582149","COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2",0.357
"CHEMBL4175165","COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)c1",0.359
"CHEMBL3809957","COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)c1",0.36
"CHEMBL1507325","COC(=O)c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1",0.362
"CHEMBL4085567","Fc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1",0.363
"CHEMBL4171781","COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1",0.365
"CHEMBL4169043","COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(N)cc23)c1",0.369
"CHEMBL4071711","O=[N+]([O-])c1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1",0.376
"CHEMBL4080817","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1",0.379
"CHEMBL1779525","COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2",0.39
"CHEMBL77966","COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1",0.39
"CHEMBL3809541","COc1cccc(/C=C/C(=O)c2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)c1",0.39
"CHEMBL939","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1",0.4
"CHEMBL4069654","N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1",0.4
"CHEMBL4083323","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1",0.403
"CHEMBL1445052","COC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1",0.405
"CHEMBL4159635","COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1",0.418
"CHEMBL3092483","COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC",0.42
"CHEMBL4091528","COc1cccc(-c2nc(Nc3ccc(F)cc3)c3cccnc3n2)c1",0.425
"CHEMBL2420091","COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC",0.426
"CHEMBL1957192","O=C1CCCc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O",0.43
"CHEMBL3110297","O=C(NCc1cn(Cc2ccccc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1",0.43
"CHEMBL4214177","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc2ccccc12",0.43
"CHEMBL4215827","COc1ccc(C(=O)Nc2ccccc2-c2nnc(-c3ccc(OC)cc3)o2)cc1",0.438
"CHEMBL4212309","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccnc1",0.445
"CHEMBL243167","COc1ccc(CCNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1OC",0.45
"CHEMBL1834566","COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccccc23)c(OC)c1",0.45
"CHEMBL3426393","COc1ccccc1-n1nnc(-c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)n1",0.451
"CHEMBL4064511","O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1",0.452
"CHEMBL4060543","Clc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1",0.454
"CHEMBL2420084","COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F",0.457
"CHEMBL2420094","COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC",0.458
"CHEMBL3810368","COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccccc4)nc4ccccc34)c2)cc1OC",0.46
"CHEMBL74898","COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1",0.46
"CHEMBL4168425","COc1ccc(-c2nc(Nc3cccc(F)c3)c3ccccc3n2)cc1OC",0.462
"CHEMBL2011286","COc1ccc(CCNC(=O)c2cc(=O)c3c(OCCc4ccc(OC)c(OC)c4)cccc3o2)cc1OC",0.47
"CHEMBL3092499","COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC",0.47
"CHEMBL3092491","COc1ccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)cc1OC",0.47
"CHEMBL4092046","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1",0.472
"CHEMBL4171304","COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1",0.4786
"CHEMBL4071857","FC(F)(F)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1",0.488
"CHEMBL3353415","O=C1CC(c2ccccc2)Cc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O",0.49
"CHEMBL594336","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2",0.5
"CHEMBL272036","COc1cccc(CCc2ccccc2NCc2ccc(OC)c(OC)c2)c1",0.5
"CHEMBL411","CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1",0.5
"CHEMBL941","Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1",0.5
"CHEMBL4209672","COc1ccc(/C=C/C(=O)c2ccccc2NC(=O)c2cccs2)cc1OC",0.501
"CHEMBL4068441","N#Cc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1",0.507
"CHEMBL1777831","COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)C2",0.508
"CHEMBL3885212","COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1OC",0.511
"CHEMBL4074879","CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1",0.512
"CHEMBL4094267","O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1",0.519
"CHEMBL348475","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2",0.52
"CHEMBL4075334","O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ncccc23)ccc1O",0.528
"CHEMBL243830","COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1",0.53
"CHEMBL3110293","COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4cc(OCc5ccc(Br)cc5)ccc4o3)c2c1",0.53
"CHEMBL4094904","COc1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3cccnc3n2)c1",0.539
"CHEMBL2331716","COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2",0.544
"CHEMBL4082355","COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1OC",0.545
"CHEMBL4076726","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1",0.55
"CHEMBL457439","COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc(C)cn1",0.552
"CHEMBL4090505","COc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1",0.558
"CHEMBL243168","COc1ccc(CCNC(=O)c2cccc3c(=O)c4ccc(OC)cc4[nH]c23)cc1",0.56
"CHEMBL4205396","COc1ccc(-n2nnc(-c3ccccc3NC(=O)C3CCCCC3)n2)cc1",0.565
"CHEMBL2158551","Brc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1",0.57
"CHEMBL4161988","COc1ccc(-c2nc(Nc3cccc(S(=O)(=O)F)c3)c3ccccc3n2)cc1OC",0.57
"CHEMBL4073354","COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3cccnc3n2)c1",0.572
"CHEMBL2331721","COCCOCCOCCOc1cc2c(cc1OC)CCN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2",0.591
"CHEMBL4065537","CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1",0.594
"CHEMBL3746621","COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@@H]1C3",0.6
"CHEMBL3809802","COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)cc1OC",0.6
"CHEMBL3092498","COc1cc2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC",0.61
"CHEMBL3746992","COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@H]1C3",0.61
"CHEMBL4165009","COc1ccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC",0.61
"CHEMBL3353422","CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)C(Cc1ccccc1)(Cc1ccccc1)CC2",0.61
"CHEMBL4067469","COc1cccc(-c2nc(Nc3ccc(C(F)(F)F)cc3)c3cccnc3n2)c1",0.621
"CHEMBL4063699","COc1cccc(-c2nc(Nc3cccc(Cl)c3)c3cccnc3n2)c1",0.628
"CHEMBL595493","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2",0.63
"CHEMBL501349","COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnccn1",0.632
"CHEMBL3092484","COc1ccc(-c2nc(Nc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1OC",0.64
"CHEMBL2331726","COC(=O)c1ccc(-c2ccc(CN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1",0.641
"CHEMBL4159527","COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1",0.642
"CHEMBL4176905","COc1ccc(Nc2nc(-c3cccnc3)nc3ccc(N)cc23)cc1",0.646
"CHEMBL4060750","Cc1cc(Nc2ccccc2)nc(-c2ccccc2)n1",0.648
"CHEMBL1999832","COc1cc2nc(Nc3cccc(Br)c3)nc(Nc3cccc(Br)c3)c2cc1OC",0.67
"CHEMBL428402","O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1",0.6761
"CHEMBL3883929","CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1",0.679
"CHEMBL3809533","COc1cccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)c1",0.68
"CHEMBL3808602","COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccccc4)nc4ccccc34)c2)c1",0.68
"CHEMBL4102382","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1",0.685
"CHEMBL221371","COc1cc(O)c2c(=O)c3c(oc2c1)C(OC)Oc1c(O)cccc1-3",0.7
"CHEMBL3353418","COc1ccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)cc1",0.7
"CHEMBL1935218","COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1OC",0.72
"CHEMBL2420087","COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC",0.724
"CHEMBL4165609","Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1",0.726
"CHEMBL4210844","O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccn1",0.733
"CHEMBL1499954","COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1",0.742
"CHEMBL4075963","COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3cccnc3n2)c1",0.747
"CHEMBL4099768","COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1",0.75
"CHEMBL4100665","COc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1OC",0.753
"CHEMBL2331715","COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2",0.76
"CHEMBL4211389","COc1ccc(-c2cn(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)nn2)cc1",0.766
"CHEMBL242513","COc1cc(C(F)(F)F)cc2[nH]c3ccccc3c(=O)c12",0.77
"CHEMBL1957193","O=C1CCCc2c1c1c(n2CCCc2ccccc2)-c2ccccc2C1=O",0.79
"CHEMBL3884305","CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)cc3)n2)cc1",0.793
"CHEMBL4163917","COc1ccc(-c2nc(Nc3ccc(OC)c(C(F)(F)F)c3)c3ccccc3n2)cc1OC",0.795
"CHEMBL4173540","Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1",0.799
"CHEMBL4166534","COc1cc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)ccc1Br",0.801
"CHEMBL3092496","COc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC",0.81
"CHEMBL4069067","OCc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1",0.81
"CHEMBL4161421","COc1cccc(Nc2nc(-c3cccc(OC)c3)nc3ccccc23)c1",0.811
"CHEMBL3110301","COc1ccc2[nH]cc(CCN(C)Cc3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1",0.82
"CHEMBL19032","COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1",0.822
"CHEMBL4167361","COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc(N)cc23)c1",0.835
"CHEMBL2331722","COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2",0.839
"CHEMBL3809167","COc1ccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)cc1OC",0.84
"CHEMBL573524","COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC",0.85
"CHEMBL506742","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(NC(=O)c4cnc5ccccc5c4)c(OC)c(OC)c3)cc1)CC2",0.858
"CHEMBL247473","COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC",0.86
"CHEMBL4104064","COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1",0.866
"CHEMBL4062126","COc1ccc(Nc2cc(C)nc(-c3ccncc3)n2)cc1",0.874
"CHEMBL4073213","COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cccnc3n2)c1",0.876
"CHEMBL3809206","COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc4ccccc34)cc2)c1",0.88
"CHEMBL4213215","COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2",0.88
"CHEMBL1194993","c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1",0.882
