"Molecule.ChEMBL.ID","Smiles","Standard.Value"
"CHEMBL1172279","CCCc1cc(=O)c2c(OC)cc3cc(O)cc(OC)c3c2o1",5.9
"CHEMBL2158545","Clc1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1",5.91
"CHEMBL3806039","N#Cc1c2n(c3c(N4CCN(c5ccccc5)CC4)ncnc13)CCCC2",5.91
"CHEMBL2158555","O=[N+]([O-])c1ccccc1Nc1nc(-c2ccccc2)nc2ccccc12",5.93
"CHEMBL75169","COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1",5.94
"CHEMBL308954","Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br",6
"CHEMBL259690","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc4ccccc4cn3)cc1)CC2",6.0256
"CHEMBL258882","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cnc4ccccc4n3)cc1)CC2",6.0256
"CHEMBL26260","O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12",6.05
"CHEMBL139679","O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O",6.07
"CHEMBL3805730","N#Cc1c2n(c3c(NCCCc4ccccc4)ncnc13)CCCC2",6.07
"CHEMBL2420096","COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1",6.12
"CHEMBL562021","CCN(CC)C(=S)Nc1sc2ccccc2c1C(=O)O",6.16
"CHEMBL243813","COc1cccc2[nH]c3ccccc3c(=O)c12",6.3
"CHEMBL599745","CO/C(=C\c1ccc(OC)cc1)C(=O)N/C=C/c1ccc(O)cc1",6.4
"CHEMBL4099262","COc1cccc(-c2nc(Nc3cccc(NC(C)=O)c3)c3cccnc3n2)c1",6.4
"CHEMBL1689345","C/C(=C/Cc1c(-c2cc(O)c(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3)CO",6.5
"CHEMBL2420102","COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1",6.5
"CHEMBL1689340","COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1O",6.6
"CHEMBL261618","O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccc([N+](=O)[O-])cc1",6.6069
"CHEMBL4208261","COCCOCCOCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2",6.65
"CHEMBL4216382","COc1cc2c(cc1OC)CN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)CC2",6.73
"CHEMBL475554","O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)Nc1ccccc1[N+](=O)[O-]",6.76
"CHEMBL2158552","Brc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1",6.83
"CHEMBL50","O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12",6.9
"CHEMBL44","O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12",6.9
"CHEMBL456959","CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(O)c(Br)c1",6.9
"CHEMBL4210290","CC(=O)Nc1ccccc1-c1nnn(-c2ccccc2)n1",6.91
"CHEMBL595550","COc1ccc(C(=O)Nc2ccccc2NC(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC",6.98
"CHEMBL3895919","COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(I)c1OC",7.1
"CHEMBL260113","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc4ccccc4c3)cc1)CC2",7.2444
"CHEMBL1935222","O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1c(O)ccc2ccccc12",7.26
"CHEMBL3984719","COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Cl)c1OC",7.4
"CHEMBL4213221","COc1ccc(-n2nnc(-c3ccccc3NS(=O)(=O)c3ccc(OC)cc3)n2)cc1",7.67
"CHEMBL3805095","N#Cc1c2n(c3c(Nc4ccccc4)ncnc13)CCCC2",7.68
"CHEMBL1935207","COc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1OC",7.8
"CHEMBL3926291","COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(I)c1OC",7.8
"CHEMBL243814","COc1cc(OC)c2c(=O)c3ccccc3[nH]c2c1",7.9
"CHEMBL2158548","O=[N+]([O-])c1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1",7.95
"CHEMBL28098","N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)ncnc13)CCCC2",8.19
"CHEMBL2158546","Fc1ccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)cc1Cl",8.22
"CHEMBL3805746","N#Cc1c2n(c3c(N4CCN(Cc5ccccc5)CC4)ncnc13)CCCC2",8.24
"CHEMBL226507","COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC",8.3
"CHEMBL4205927","c1ccc(-c2ccccc2-c2nnn(-c3ccccc3)n2)cc1",8.34
"CHEMBL1689344","COc1cc(O)c(CC=C(C)C)c(-c2oc3cc(O)cc(O)c3c(=O)c2OC)c1",8.4
"CHEMBL3891465","COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Cl)c1OC",8.7
"CHEMBL3805701","N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(C(c4ccccc4)c4ccccc4)CC3)ncnc12",8.71
"CHEMBL4215970","COc1cc2c(cc1OC)CN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)CC2",8.76
"CHEMBL254613","COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O",8.9
"CHEMBL2158547","COc1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1",8.9
"CHEMBL3923932","COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Br)c1OC",8.9
"CHEMBL151","O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12",8.9
"CHEMBL1277172","c1ccc(-c2nc(N3CCN(c4ccccc4)CC3)c3ccccc3n2)cc1",8.92
"CHEMBL2331821","COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1",8.95
"CHEMBL400538","CCCc1cc(=O)c2c(O)cc3cc(O)cc(OC)c3c2o1",9
"CHEMBL475362","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3[N+](=O)[O-])cc1)CC2",9.08
"CHEMBL551696","CCN(CC)C(=S)Nc1sc2c(c1C(=O)O)C(C)CCC2",9.1
"CHEMBL275391","COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1",9.2
"CHEMBL1935209","O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1O",9.23
"CHEMBL1685068","COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O",9.3
"CHEMBL2158549","O=[N+]([O-])c1ccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)cc1",9.35
"CHEMBL3770841","O=C(O)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1",9.64
"CHEMBL2011285","O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1",9.8
"CHEMBL1935210","COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1",9.83
"CHEMBL3805731","N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(CCc4ccccc4)CC3)ncnc12",9.94
"CHEMBL1502","COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC",10
"CHEMBL487805","O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O",10
"CHEMBL554602","CN(C(=S)Nc1sccc1C(=O)O)C1CCCCC1",10.2
"CHEMBL4165025","O=[N+]([O-])c1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)c1",10.7
"CHEMBL406861","COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1",10.72
"CHEMBL1556958","Cc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2",11
"CHEMBL2420095","O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12",11
"CHEMBL1685072","COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](O)C[C@H](c1ccccc1)O4",11
"CHEMBL605795","CO/C(=C\c1cc(Br)c(O)c(Br)c1)C(=O)N/C=C/c1ccc(O)cc1",11.1
"CHEMBL2420098","COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O",11.1
"CHEMBL3426394","COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)c1",11.2
"CHEMBL511679","CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(OC)c(Br)c1",11.2
"CHEMBL261857","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(Br)cc3)cc1)CC2",11.4815
"CHEMBL1172080","COc1c(O)c2c(=O)cc(C)oc2c2c(OC)cc(O)cc12",11.9
"CHEMBL3763735","COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1",12
"CHEMBL182653","COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1",12.05
"CHEMBL3763441","COc1cc(OC)c2c(=O)cc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)oc2c1",12.2
"CHEMBL490697","CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O",12.3
"CHEMBL584","Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C",12.5
"CHEMBL772","COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC",12.6
"CHEMBL454794","COc1cc(O)cc2cc(O)c3c(=O)cc(C)oc3c12",12.8
"CHEMBL259976","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4ccccc34)cc1)CC2",12.8825
"CHEMBL2063072","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O",13.3
"CHEMBL3805257","N#Cc1c2n(c3c(N4CCN(C(c5ccccc5)c5ccccc5)CC4)ncnc13)CCCC2",14.3
"CHEMBL4210356","COCCOc1cc2c(cc1OC)CCN(CC(=O)c1cccc(NC(=O)c3ccc4ccccc4n3)c1)C2",14.39
"CHEMBL409234","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc4ncccc4c3)cc1)CC2",14.4544
"CHEMBL1957203","CC1CC(=O)c2c3c(n(Cc4ccccc4)c2C1)-c1ccccc1C3=O",15
"CHEMBL518645","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)C3Oc4ccccc4O3)cc1)CC2",15.1356
"CHEMBL4202725","O=C(Nc1ccccc1-n1cc(-c2ccccc2)nn1)c1ccccc1",15.3
"CHEMBL599744","CO/C(=C\c1ccccc1)C(=O)N/C=C/c1ccc(O)cc1",15.4
"CHEMBL1689342","CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c2c1O[C@H](c1cc(O)cc(O)c1)CC2=O",15.5
"CHEMBL3805611","N#Cc1c2n(c3c(NCc4ccccc4)ncnc13)CCCC2",15.8
"CHEMBL4218158","COc1ccc(-n2nnc(-c3ccccc3-n3nnc(-c4ccc(C(F)(F)F)cc4)n3)n2)cc1",15.8
"CHEMBL1685073","COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4",16
"CHEMBL4159429","COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1C(F)(F)F",16.2
"CHEMBL458921","CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)c(Br)c1",16.4
"CHEMBL1484","COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1",16.5959
"CHEMBL256967","CCCc1cc(=O)c2c(OC)c(OC)c3cc(O)cc(OC)c3c2o1",16.6
"CHEMBL457598","CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(O)cc1",16.7
"CHEMBL4060914","Oc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1",16.9
"CHEMBL107131","COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O",17
"CHEMBL73930","COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1",17
"CHEMBL275638","O=c1cc(-c2ccccc2)oc2ccccc12",17
"CHEMBL165180","COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1",17.2
"CHEMBL259077","Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1",17.8
"CHEMBL2420088","COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2O)ccc1F",17.9
"CHEMBL4215290","COc1ccc(-n2nnc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)n2)cc1",18.5
"CHEMBL598642","CO/C(=C\c1ccc(O)c(O)c1)C(=O)N/C=C/c1ccc(O)cc1",18.8
"CHEMBL476292","COc1ccc2c(c1)C(=O)CC(c1ccccc1)O2",19
"CHEMBL114","CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1",19.5
"CHEMBL163","CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1",19.5
"CHEMBL4074563","O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1",19.5
"CHEMBL3353421","CC1CCc2c(c3c(n2C(C)C)-c2ccccc2C3=O)C1=O",20
"CHEMBL3542370","O=C(O)[C@H]1O[C@@H](Oc2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)[C@H](O)[C@@H](O)[C@@H]1O",20
"CHEMBL429515","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3N)cc1)CC2",20.7
"CHEMBL28626","O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12",21
"CHEMBL408709","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3Br)cc1)CC2",21.8776
"CHEMBL1935215","O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1O",22.39
"CHEMBL556429","COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1",22.6
"CHEMBL259789","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc(Br)c3)cc1)CC2",22.9087
"CHEMBL601642","CO/C(=C\c1cc(Br)c(O)c(Br)c1)C(=O)N/C=C/c1ccc(OC(C)=O)cc1",23.2
"CHEMBL4204291","COCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2",23.24
"CHEMBL457379","CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)cc1",23.3
"CHEMBL258909","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cnc4ccccc4c3)cc1)CC2",23.9883
"CHEMBL471170","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3)cc1)CC2",24.5471
"CHEMBL36506","CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C",25
"CHEMBL599354","CO/C(=C\c1ccc(O)cc1)C(=O)NCCc1ccc(O)cc1",25.2
"CHEMBL3644874","CO/C(=C\c1cccc(O)c1C#N)C(=O)N/C=C/c1ccccc1",26.9
"CHEMBL2063070","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O",28.2
"CHEMBL1685074","COc1c2c(c3c(c1OC)[C@@]1(OC)C4=C(C(=O)[C@H](OC)[C@@]1(OC)O3)[C@H](OC)C[C@@H](c1ccccc1)O4)[C@H](O)C[C@@H](c1ccccc1)O2",29
"CHEMBL1957191","O=C1CCCc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O",30
"CHEMBL317469","COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1",30.95
"CHEMBL3763734","COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1",34.9
"CHEMBL1957190","CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2",35
"CHEMBL258575","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccnc4ccccc34)cc1)CC2",36.3078
"CHEMBL3765024","COc1cc(OC)c2c(=O)cc(N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)oc2c1",36.9
"CHEMBL3765551","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1",37.6
"CHEMBL3764197","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)oc2c1",38.2
"CHEMBL4203623","COc1ccc(-n2nnc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)n2)cc1",39.8
"CHEMBL442464","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2",40
"CHEMBL409480","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccnc3)cc1)CC2",44.6684
"CHEMBL258456","O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-]",45.7
"CHEMBL474757","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc(N)cc3)cc1)CC2",46.4
"CHEMBL260896","COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC",47.863
"CHEMBL553","C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1",50
"CHEMBL472818","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3N)cc1)CC2",58.4
"CHEMBL4072629","O=C(O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1",60
"CHEMBL160","C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C",63.0957
"CHEMBL258574","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3[N+](=O)[O-])cc1)CC2",64.5654
"CHEMBL4086143","O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1",65.4
"CHEMBL3764781","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(F)c(F)c4)CC3)oc2c1",66.6
"CHEMBL1229211","C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21",67
"CHEMBL472819","Nc1ccccc1NC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1",74.1
"CHEMBL410897","Nc1ccc(C(=O)Nc2ccc(CCN3CCc4ccccc4C3)cc2)cc1",77.6247
"CHEMBL3764296","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1",87.8
"CHEMBL261632","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(N)cc3)cc1)CC2",98.2
"CHEMBL3763752","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C#N)cc4)CC3)oc2c1",99.7
"CHEMBL258610","COc1cccc(CCc2ccccc2OCc2cccc(OC)c2OC)c1",120
"CHEMBL103","CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C",125.8925
"CHEMBL272836","COc1cccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)c1",150
"CHEMBL472","COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1",150
"CHEMBL6966","COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC",524.8075
"CHEMBL23","COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1",851.138
